"utc","processId","rssBytes","peakRssBytes","cpuSeconds"
"2026-09-22T00:36:41.7059693Z","42940","367591424","381501440","61.3125"
"2026-09-22T00:36:42.2214957Z","42940","374636544","381501440","61.796875"
"2026-09-22T00:36:42.7449577Z","42940","374734848","381501440","62.09375"
"2026-09-22T00:36:43.2669154Z","42940","374808576","381501440","62.453125"
"2026-09-22T00:36:43.7868535Z","42940","329031680","381501440","62.75"
"2026-09-22T00:36:44.3047245Z","42940","329031680","381501440","63.078125"
"2026-09-22T00:36:44.8257477Z","42940","329199616","381501440","63.390625"
"2026-09-22T00:36:45.3503130Z","42940","343814144","381501440","63.828125"
"2026-09-22T00:36:45.8699098Z","42940","277082112","381501440","64.25"
"2026-09-22T00:36:46.3947695Z","42940","278433792","381501440","64.625"
"2026-09-22T00:36:46.9154568Z","42940","278917120","381501440","64.984375"
"2026-09-22T00:36:47.4368255Z","42940","287883264","381501440","65.65625"
"2026-09-22T00:36:47.9616285Z","42940","292691968","381501440","66.015625"
"2026-09-22T00:36:48.4842511Z","42940","318689280","381501440","66.34375"
"2026-09-22T00:36:49.0046175Z","42940","285667328","381501440","66.578125"
"2026-09-22T00:36:49.5265144Z","42940","285831168","381501440","66.84375"
"2026-09-22T00:36:50.0491141Z","42940","286879744","381501440","67.203125"
"2026-09-22T00:36:50.5669589Z","42940","287023104","381501440","67.453125"
"2026-09-22T00:36:51.0914565Z","42940","287223808","381501440","67.6875"
"2026-09-22T00:36:51.6170808Z","42940","287223808","381501440","68.015625"
"2026-09-22T00:36:52.1394812Z","42940","287223808","381501440","68.234375"
"2026-09-22T00:36:52.6618642Z","42940","297988096","381501440","68.578125"
"2026-09-22T00:36:53.1825629Z","42940","310550528","381501440","68.984375"
"2026-09-22T00:36:53.7012663Z","42940","310693888","381501440","69.3125"
"2026-09-22T00:36:54.2237449Z","42940","310763520","381501440","69.59375"
"2026-09-22T00:36:54.7450154Z","42940","310820864","381501440","69.875"
"2026-09-22T00:36:55.2662020Z","42940","313094144","381501440","70.390625"
"2026-09-22T00:36:55.7907166Z","42940","313098240","381501440","70.703125"
"2026-09-22T00:36:56.3082854Z","42940","313163776","381501440","70.96875"
"2026-09-22T00:36:56.8278648Z","42940","319877120","381501440","71.515625"
"2026-09-22T00:36:57.3510088Z","42940","319840256","381501440","71.875"
"2026-09-22T00:36:57.8720076Z","42940","319840256","381501440","72.125"
"2026-09-22T00:36:58.3852225Z","42940","321904640","381501440","72.578125"
"2026-09-22T00:36:58.9064723Z","42940","322002944","381501440","72.875"
"2026-09-22T00:36:59.4267790Z","42940","322007040","381501440","73.1875"
"2026-09-22T00:36:59.9379809Z","42940","322007040","381501440","73.390625"
"2026-09-22T00:37:00.4610836Z","42940","322048000","381501440","73.8125"
"2026-09-22T00:37:00.9844912Z","42940","322015232","381501440","74.078125"
"2026-09-22T00:37:01.5042652Z","42940","322150400","381501440","74.359375"
"2026-09-22T00:37:02.0269979Z","42940","322117632","381501440","74.6875"
"2026-09-22T00:37:02.5504513Z","42940","322117632","381501440","74.984375"
"2026-09-22T00:37:03.0724323Z","42940","322129920","381501440","75.15625"
"2026-09-22T00:37:03.5985837Z","42940","322158592","381501440","75.40625"
"2026-09-22T00:37:04.1147431Z","42940","353751040","381501440","75.8125"
"2026-09-22T00:37:04.6390086Z","42940","353755136","381501440","76.125"
"2026-09-22T00:37:05.1551825Z","42940","353837056","381501440","76.328125"
"2026-09-22T00:37:05.6772168Z","42940","353820672","381501440","76.640625"
"2026-09-22T00:37:06.1974802Z","42940","353820672","381501440","76.828125"
"2026-09-22T00:37:06.7170880Z","42940","354267136","381501440","77.171875"
"2026-09-22T00:37:07.2355675Z","42940","354267136","381501440","77.421875"
"2026-09-22T00:37:07.7534709Z","42940","354172928","381501440","77.71875"
"2026-09-22T00:37:08.2741525Z","42940","354172928","381501440","78"
"2026-09-22T00:37:08.7964720Z","42940","354279424","381501440","78.375"
"2026-09-22T00:37:09.3155373Z","42940","358666240","381501440","78.953125"
"2026-09-22T00:37:09.8408605Z","42940","358608896","381501440","79.25"
"2026-09-22T00:37:10.3623409Z","42940","358674432","381501440","79.5625"
"2026-09-22T00:37:10.8818973Z","42940","366145536","381501440","80.640625"
"2026-09-22T00:37:11.4064799Z","42940","363675648","381501440","80.984375"
"2026-09-22T00:37:11.9267111Z","42940","363741184","381501440","81.296875"
"2026-09-22T00:37:12.4510085Z","42940","364158976","381501440","81.8125"
